,Ratings,Full_review
18392,5,Camera is not good
18393,5,"I'm sure the camera is not 64MP,it's a trick to attract people"
18394,5,Good phone value for this money.
18395,4,Add free phone 😊
18396,5,"Moto g30 very worst mobile, moblie design and display size good, display quality very bad, camara quality vry worst and camara hanging, sounds ok,"
18397,2,problem charging is a very slowly
18398,2,"Front camera is worst Gets heated while using mobile internet, works fine with wifi Heavy and bigger size Display is good"
18399,5,"The mobile is heating up very quickly and the battery drains very fast. On top of it, there is some issue with audio jack. Flipkart can't handle the issue. Don't try this mobile"
18400,5,Ratings as Per My Use since 5days. Camera 4 Battery 4 Performance 4 Body Design 5 Gaming 3.5 Charging time 3hrs Battery backup 2.5days with or without data.  Accessories Charger Mobile cover
18401,5,A good phone in budget price
18402,5,Very nice phone and great performance.
18403,5,Pros:Excellent phone with smooth user experience.  Cons: 1. Camera quality is not up to mark. Image processing is not good. 2. Battery draining in normal usage quickly.
18404,4,"Best phone at this budget and much better than realme ,redmi poco,oppo,vivo and samsung"
18405,5,Good
18406,5,"Average phone, poor camera."
18407,5,Best mobile under 10k budget. Fully satisfied with the features
18408,5,Nice
18409,5,Awesome
18410,3,Very good 😊
18411,5,Camera quality is very poor. Not recommending this phone if you are looking for good camera quality.
18412,5,Value for money
18413,5,Good phone
18414,5,Simply awesome for professional and above 25 of age with peace of mind for data protection and stock android
18415,5,Good
18416,5,very good at this price... stock android 11. No Ads... superb..
18417,5,"Performance is not good, camera quality is very bad, display is very bad"
18418,5,Very good display very good Mobile performance superb phone for value for money 10999 Awasome system updates
18419,5,"Very bad phone ever I have seen. Moto is very popular brand in india. I've used moto phone since last 5 years. Many models used. But I'm very disappointed to purchase this phone. It's camera quality is extremely bad. Even this is not 64 MP camera ,I think it's only 4 MP camera. Battery backup also not up to mark. I can't believe that how Moto company cheats with their costumers. Please don't buy this phone. I'm very sorry to say that please go for other brands , even Chinese brands. I've like..."
18420,5,Heating problem within 5min use
18421,5,Camera quality is very poor.it shows 64megapixel but image quality like as 5 megapixel. Mobile Hang and automatically restart
18422,5,Nice phone
18423,5,Overall product is good but I don't understand why my battery drain so fast 😐
18424,5,Worst phone and flipcart also worst👎 never buy anything from flipcart
18425,5,Very good product
18426,5,"IN LOVE WITH THE PHONE!!! MUST BUY!!! ITS EVEN GOT A COVER, I LOVE IT!!!"
18427,5,China phone 2 or 5 mp camera is better.They said 64 mp camera it's better 5 mp can give better pictures. Worst camera. I exchanged resmi note 7 pro. Feeling bad that unnecessarily I gave my old mobile. Camera is worst worst.
18428,5,"1. Camera quality very bad, 2. Battery drain very fast. 3. UI lagging. 3. Network and wifi good.  Most important after purchasing flipkart will not help for return."
18429,5,Disappointed by Motorola first time this product has poor camera quality (as it's promising 64MP) and it's heating on normal usage to..
18430,5,This mobile is awesome
18431,5,Amazing
18432,5,Automatically e insert sim all apps fast not open Speaker volume very low disturb calling talk I am not satisfied this mobile
18433,5,Processor is very slow. battery backup is awesome camera normal app opening just second
18434,5,Only 2 months used charger is not working
18435,5,Osm
18436,5,Very good product really appricated
18437,3,Very good
18438,5,Good
18439,5,Bad 👎 g30
18440,5,Camera is average Battery is good Stock android is awesome Display is ok ok 🙂👍 Performance is good
18441,5,GOOD
18442,5,Very very nice product
18443,5,Best phone
18444,5,"Very Slow, I don’t know why I think it is because of operating systems"
18445,5,Camera is not good
18446,5,Wolderfull product
18447,5,Very good motorola G30 phone
18448,5,Good
18449,5,Many product available in market in this range which are better than this one. Not expected from motorola brand
18450,4,Good
18451,4,Worst mobile
18452,5,Awesome
18453,4,Overall a great phone under this budget and I'm satisfied.
18454,3,Good.
18455,5,Not suggest product below average performance
18456,5,Very nice
18457,5,Very very nice mobile
18458,5,Nice mobile
18459,4,Not bad actually...
18460,5,The phone is very heavy & user experience is not that great. The touch too is okayish Wouldn’t recommend for a buy if you are a regular user with all social media & game app user  Someone with extremely minimum use can think twice and buy
18461,5,Nice
18462,5,Phone not 🚫🚫 to buy
18463,5,Overall good and affordable price
18464,5,Good price good phone
18465,5,Good phone under 11000. And the Camara is ok ok. But the battery is very powerful.
18466,5,Average
18467,5,Good product
18468,4,Good product
18469,5,Average
18470,5,Good Camera in the day time But in the Night little bit More effort in Low light Motorola is So Genuine Brand they should focus on Camera Improvement
18471,5,very nice phone
18472,5,Very nice product
18473,5,Phone was good and function is also godd camera is not really that much good and battery backup was 1-5 day at normal useage
18474,5,best phone stok android is best
18475,5,"Good pick under 10K, this supports Dualband wifi and has NFC which we won't see in this segment models."
18476,5,"Superb phone and best quality of camera, display, touch and everything. Smooth in use, high speed processing. Great phone in this price. Thank you Motorola."
18477,5,Picture quality bedroom
18478,5,This phone is very good camara is very amezing
18479,3,"Brilliant smartphone at this price point. The best thing you get with this phone is STOCK ANDROID experience, believe me this phone feel sooo smooth to use just because of stock android and that 90hz display. Camera is also very good. Performance and display too are great. Network and connectivity is also great.  Not the case like other brand who will put lots of bloatware and ads in you smartphone, the experience you will get with this smartphone is of next level.  And last thing you don't ..."
18480,5,Camera quality is very bad.
18481,1,Good phone And good price
18482,4,"The Size seems little bulky, with the case. But other things are beyond expectations. Nice Phone to go, if you don't mind the size. Afterall it has a big screen and big battery amd this, the size is negotiable."
18483,5,If you are thinking to buy this phone for doing photoshoots and stuff so thn plss don't buy it you will get a very poor camera quality but the battery backup is so nice and this phone doesn't hang also
18484,5,Stock android FTW. Far better than the MI phones out there. Value for money.
18485,5,It's good but body is bulky
18486,4,nice one
18487,5,We love it
18488,4,Very good phone and battery
18489,5,Excellent
18490,5,Battery backup is very bad
18491,5,I would say it's an amazing product at this price range but still camera is average!
18492,5,Review after using for 3 months:  Pros: 1. Definitely lives up to motorola's legacy of solid build quality 2. Awesome performance without any overheating (1 hour of BGMI makes it heat slightly but not overheat) 3. Superb battery life (consumed only 3% battery on playing BGMI for 30m) 4. Fast charges from 0 to 60 in about 20m (which lasts a whole day of heavy use) 5. Motorola features and gestures are bonus  Cons: 1. Camera is decent overall with great shots in day and night light but performs...
18493,5,Good model
18494,5,Ammezing product
18495,5,"Feel and touch is good , sound is good , camera is below average doesn't justify the specifications. Durable , good quality . No lagging and heating issues."
18496,5,Amazing Moto g 30 phone.
18497,5,Mobile not works properly
18498,5,Ok
18499,5,Very bad handset.. it is having network issue.. it's my review after 2 months .. first thought may b network issue of service provider . Checked other network having same problem.camera very poor internet works very Slow . Checked. With same network.on 2 handset at time.
18500,5,Nice product
18501,4,Cool
18502,3,Nice.
18503,5,Good
18504,5,Perfect for normal usage took this for my dad
18505,5,Just ok
18506,5,Loved it
18507,5,Not bad
18508,5,Greater
18509,5,Overall good mobile but after using for 5 months now sometimes it's not responding while opening any app
18510,5,Good Phone
18511,5,Beest in this price
18512,5,Good
18513,5,All features are bad..
18514,5,Value for money product but dissapoint in camera quality
18515,5,Camera quality is worsh. There is no applications in phone. Charging time is high. Customer service is worsh. Not given proper answer.
18516,5,"Nice phone with stock android, the volume and power button are not very good, but other than that awesome phone."
18517,5,Too good
18518,5,If you give FHD+ then it will be better
18519,5,Good product
18520,5,Excellent
18521,5,Please don't purchase
18522,4,"I am using this phone for more than six months, it is working fine for me."
18523,5,"All good, Except camera!"
18524,3,Good phone
18525,5,Best mobile
18526,5,Bast
18527,5,Gud phone
18528,5,Overall good in this budget
18529,5,GOOD
18530,3,Motorola very nice 🙂 supper mobile this very good
18531,1,good
18532,5,Good
18533,5,First class
18534,2,Good
18535,4,Not good
18536,5,Good product
18537,5,Good equality
18538,5,Very good product..stock Android..
18539,5,Good product
18540,1,Great phone
18541,2,Not good
18542,5,I bought this phone for my mom.and she is loving it.
18543,4,"Stupid product , If you touch anywhere it will call emergency no way to remove it. it hangs but call will go"
18544,1,Worth every rupee you pay..!!
18545,5,Bad camera
18546,5,Sometimes hanging not soo good poor working
18547,1,Super...
18548,1,Camera very poor quality like 7-8 mega pixel 👎  Slow performance and not recommend to buy
18549,5,"Good Personalization, Speaker is not Good. Audio Volume is slow... With Headphone very slow sounds, Not every Company headphones are supported. And Overall is Too good."
18550,4,Nice
18551,4,Not up to the mark
18552,1,Nc phone
18553,4,Super
18554,5,"This is amazing mobile . I use 15 day after delivery . No problem such no het , no lag, camera disent, no other issues . It is batter then any chines mobile like redmi realme , poco."
18555,5,Worth
18556,5,Bed quality
18557,5,"Good performance and battery backup in this price range. I get about 11 hours of screen usage time till 5% of battery remaining. Stock android is the best thing in this phone. Camera suffers in low light. Low light images are grainy and lack detail. However outdoor images taken in the daylight are very good. Display is also good but it would have been better if it was FHD. Overall, I'm satisfied with the product."
18558,1,Good phone in this price range
18559,1,Excellent
18560,1,Good mobile at reasonable price
18561,1,"Terrific purchase, it is one of the best phone under 12000"
18562,1,Worth for money
18563,1,Very good
18564,1,Network issue
18565,1,"Overall the phone justify it's price in, -look and build quality. -perfomance(pure android) -budget camera. -better battery. So go for it."
18566,1,Excellent
18567,5,Very Good
18568,4,"its too good, very nice product and save the money smart charge"
18569,5,Good mobile
18570,1,Not a good phone
18571,4,Good work
18572,2,this is very cheep product screen and network issue
18573,5,Worst product from moto
18574,1,Bad
18575,1,Very good mobile
18576,1,Good
18577,2,Bakbash phone
18578,1,Nice
18579,3,Need to work on image processing. Font camera totally dull
18580,1,All thing is good but cemra is worst
18581,1,Camera not good. Even Moto G3 camera photos are better than this.
18582,1,Good
18583,1,Very poor battery quality and performance also
18584,5,Overall good
18585,5,I love this colour 💖
18586,5,"Ok, not so good nit bad"
18587,5,Good phone but Motorola needs to give update with some more features like App lock feature in security Internet speed on top Conversion in calculator Hide app feature
18588,5,Value for money
18589,5,"Phone Performance is Excellent. Although i saw two stickers on my mobile box, and i have unboxing video, Can you explain? if it was opened earlier or not? Was this product returned by someone else and the same is given to me? Kindly explain"
18590,5,Over all good price is best according other proverder and
18591,5,This a awesome product 😍😍😍 which make every thig easy after the camera update this mobile is awesome also it is a best gaming mobile
18592,5,"Best for senior citizens, without any bloatware or any kind of cheap ads in the OS. Does everything fine as expected from a phone in this budget."
18593,5,Awesome
18594,5,Overall performance good and worth for money
18595,1,"Phone is amazing. 10,999 is worth it. Excellent features, amazing battery and fabulous display."
18596,5,"The product is a bit heavy, otherwise I'd have given it a 5 rating."
18597,1,Nyc phone but camera 👎
18598,2,Nice
18599,5,Very Bad performance
18600,5,Nice
18601,4,Best phone. Huge display. Good battery life.
18602,5,Display Brightness is not good
18603,4,Good
18604,5,Awesome
18605,5,Excellent
18606,5,Very good phone
18607,5,It's good product at reasonable price
18608,5,Worth for money 💰 camera auto focus issue still not sort out may be next update they will clear I think each and every options really good for this budget 🤠
18609,3,Worth for money
18610,5,Almost a good product of its price from a reputed brand.
18611,5,"This is best mobile In this rate . It's camera is too good . There are many camera features like cinemagraphy , micro lens etc."
18612,2,Poor camera quality
18613,2,Performance wise best but I am little bit disappointed for camera...
18614,2,Good Mobile value of money
18615,1,Must buy phone Clean Stock Android experience No any Chinese Spy OS Installed like MI and xiomi
18616,5,All in one best device Value for money
18617,5,Bad mobile
18618,5,Waste phone
18619,5,Very very slow performance... Never suggest to anyone to purchase this phone
18620,5,Very nice product
18621,3,Excellent Product in 11k range
18622,5,Its n okay not good or excellent devices n customer service also not so good 😶😶 very bad experience with this n wast of money 💰
18623,5,Super fast charge ..very nice looking phone at this price ..pure stock Android. Good display
18624,5,Good phone at that budget but don't expect more in camera it sucks and battery drains super fast in 90hz refreshment rate so just ok to use
18625,4,I think moto need to improve there mid range phone in all platform .
18626,3,"Nice product, camera hangs"
18627,4,Good product
18628,5,Nice
18629,5,Good phone
18630,5,Sometimes heating..hang problem.. don't go for it
18631,5,Ok photos
18632,5,good product battery is not good
18633,5,Excellent service and fully satisfied. I love Motorola.
18634,5,Mst product.camera good
18635,4,Nice
18636,3,Gud
18637,3,I will never purchase it again
18638,1,Good
18639,1,Good
18640,1,Good
18641,1,Best Phone
18642,5,Overall good phone Worth it
18643,4,Overall its a nice phone at this price range
18644,5,"Good for middle user, but not for high graphics gamer and full HD video editing software. Whatsapp 9O1654O139"
18645,1,Loveit
18646,1,Not satisfied
18647,2,Display and camera very worst
18648,1,Good
18649,1,Battery one day use battery backup low waste money and return not avabile money waste
18650,1,Good product is amazing
18651,4,"Budget mobile. Display ok, battery backup is very good,. But customer care support very bad but overall good product."
18652,5,Camera quality very bad
18653,5,Motorola mobile battery not good
18654,5,Good product with reasonable price
18655,5,Value for money awesome product good quality & performance
18656,1,Super camera
18657,5,"Second time I purchase a product of Motorola, Hanging big problem, front camera poor , Display also poor, Back camera and battery both are perfom very good."
18658,5,I used motog30 for past 10 days..battery touching sensitivity fastness good. Look wise also good. But hd + screen is the disadvantage and camera also ok not good. Overall size also big. Hd plus screen need only 5.5 inches..this is too big so only little lag in display and with camera. Hardware is good. But there is no stock Android experience. Lot of ad is coming..this is major minus..but moto says stock Android experience..how they telled without hesitation
18659,4,Camera quality not good no clarity
18660,5,Very good
18661,5,Nice phone
18662,5,It's good
18663,5,Poor battery performance
18664,5,Good mobile
18665,5,Overall a very good phone.
18666,5,I am very happy so good product
18667,5,I hate the charger speed
18668,5,"It is a useless product in the world, it doesn't connect with Wi-Fi and also having SIM connectivity problem. I will never recommend this product, it is wastage of money and time. After sales the service provided by the flipkart is very very poor standard."
18669,3,👌super 👌👌
18670,5,Worst phone in 2021 1) worst looks 2) worst camera ive ever seen 3)bad battery life 4)veryy very buggy experience I couldn't attend calls some times and sometimes its over heating amd sometimes it is auto switchingoff Please avoid buying this phone
18671,5,Good
18672,1,Nice
18673,1,"Moto G30 (6.5 Inch 90Hz, Qualcomm Snapdragon, 64MP quad camera system, 5000 mAH battery, Dual SIM, 4/64GB, Android 11), Pastel Sky. It's still a great phone for the money, A handset with a name that implies a multi-generational leap it feels like evolution rather than revolution"
18674,1,Ok
18675,1,"Very good product from Motorola. Good battery, good display and sharp camera."
18676,5,Too hanging
18677,1,V good
18678,5,This is working awesome am happy with this product.🤍
18679,5,Battery doesn't last as per it's capacity. Mike has issues. Hang sometime. Too heavy to hold.
18680,3,Good
18681,2,Nice
18682,1,Camera is very poor
18683,1,Good one best rate
18684,1,It is a good phone
18685,1,Good .. battery 🔋 life also good.
18686,5,The fon is osm.. camera quality is superb if u know all camera settings.. performance of all parts is superb..many functions are provided greater than its costs ..light weight..touch is also good..u must buy it ..
18687,1,"Excellent phone, using it for almost 5 months."
18688,5,Good
18689,4,Good
18690,1,Worst
18691,1,Speaker problem
18692,1,Display clarity is dull. Camera works good in daylight. But not in the night. Stock android.
18693,1,Overall the product is very good but sometimes its working process is slow
18694,1,Front camera not good. I prefer to buy Vivo Y20G or Y21
18695,1,Not satisfied
18696,1,Ok
18697,4,Phone is may be strong but camera is 64mp even then its not like even 12mp of other companies phones' camera. And display is also not upto the mark. Every wallpaper is like streched.
18698,1,Very bad camera quality. That's all...
18699,1,Super ...
18700,1,"1. Over Heating issue 2. There is no return policy if purchase mobile. 3. If we asked for replacement also they added lot of procedure for replacement also. 4. Once u bought this phone, plan to purchase another plan immediately 5. During technical vist mobile heat range near by the target value . But they won't accept.  Normal usage time also mobile having over Heating issue.  While we speaking in phone, u having feeling to absorb heating..  I asked to the technical member, y this have abno..."
18701,1,Good phone in this price.
18702,1,"low battery backup. screen is very delicate, no gorilla glass protection. often hangs."
18703,1,Not don't buy this phone strongly recommend for youngsters.. it tooks more than 6 hours to full the battery ... Rest all fine
18704,1,Display slowing turns yellowish on the edges
18705,5,Really worth for money. Marked updated upper premium segment.
18706,1,Good
18707,1,Nice
18708,1,"I got it for my mom, Best phone i have ever had in this price range.. Great features 64mp camera is a plus point in it. I would recommend it. It is tough phone with good display and shades at back are just awsome. I loved it..."
18709,1,Super ...
18710,1,"1. Over Heating issue 2. There is no return policy if purchase mobile. 3. If we asked for replacement also they added lot of procedure for replacement also. 4. Once u bought this phone, plan to purchase another plan immediately 5. During technical vist mobile heat range near by the target value . But they won't accept.  Normal usage time also mobile having over Heating issue.  While we speaking in phone, u having feeling to absorb heating..  I asked to the technical member, y this have abno..."
18711,1,Good phone in this price.
18712,1,"low battery backup. screen is very delicate, no gorilla glass protection. often hangs."
18713,1,Not don't buy this phone strongly recommend for youngsters.. it tooks more than 6 hours to full the battery ... Rest all fine
18714,1,Display slowing turns yellowish on the edges
18715,5,Really worth for money. Marked updated upper premium segment.
18716,1,Good
18717,1,Nice
18718,1,"I got it for my mom, Best phone i have ever had in this price range.. Great features 64mp camera is a plus point in it. I would recommend it. It is tough phone with good display and shades at back are just awsome. I loved it..."
18719,1,Good
18720,1,Very nice
18721,1,Nice one
18722,1,"It's a good choice according to the price, battery backup nd camera is really good👍, the only thing I didn't like is the display , it not like new coming phones camera on display, otherwise it's the best hardy phone according to the price 😊"
18723,1,Value for money 💸
18724,1,More than my expectations 🥳🤩
18725,5,Camera quality is not good
18726,1,Network connectivity issue and phone hanging.
18727,1,Awesome 😎
18728,1,This phone is very good
18729,1,Good
18730,1,Very nice
18731,1,Nice one
18732,1,"It's a good choice according to the price, battery backup nd camera is really good👍, the only thing I didn't like is the display , it not like new coming phones camera on display, otherwise it's the best hardy phone according to the price 😊"
18733,1,Value for money 💸
18734,1,More than my expectations 🥳🤩
18735,5,Camera quality is not good
18736,1,Network connectivity issue and phone hanging.
18737,1,Awesome 😎
18738,1,This phone is very good
18739,1,Good
18740,1,Nice product
18741,1,Model design super. But camara is poorm.
18742,1,Great product
18743,1,"According to its price its value for money , the camera is crapy but still for 10-11k its enough.. Im happy with it :)"
18744,1,In this range it's a good phone... It looks bulky in image but it's not so....
18745,5,The camera its like 8 mp single camera but they are claiming its 64 mp camera quality is teally not up to the mark
18746,1,Good
18747,1,Very nice phone this range good looking and camera osm but display light low
18748,1,Camera clearity is not good Remaining performance is good
18749,1,Good
18750,1,Good
18751,1,Nice mobile ☺️
18752,1,Nice
18753,1,Comparatively a good mobile in diz price
18754,1,Good
18755,5,All over good...
18756,1,I like Motorola mobile
18757,1,Awesome product
18758,1,But the network issue has been major one after update
18759,1,Good
18760,1,Good
18761,1,Nice mobile ☺️
18762,1,Nice
18763,1,Comparatively a good mobile in diz price
18764,1,Good
18765,5,All over good...
18766,1,I like Motorola mobile
18767,1,Awesome product
18768,1,But the network issue has been major one after update
18769,1,Good
18770,1,Good
18771,1,Nice mobile ☺️
18772,1,Nice
18773,1,Comparatively a good mobile in diz price
18774,1,Good
18775,5,All over good...
18776,1,I like Motorola mobile
18777,1,Awesome product
18778,1,But the network issue has been major one after update
18779,1,Good
18780,1,Good
18781,1,Nice mobile ☺️
18782,1,Nice
18783,1,Comparatively a good mobile in diz price
18784,1,Good
18785,5,All over good...
18786,1,I like Motorola mobile
18787,1,Awesome product
18788,1,But the network issue has been major one after update
18789,1,Good
18790,1,camera not good
18791,1,"Very slow , frequently hanging, poor network due to weak technology"
18792,1,Nice
18793,1,Good one product. In range
18794,1,Good product thanku flipkart
18795,5,Nice phone
18796,1,Camera quality is wrist Not like 64mp Only battery is good
18797,1,Not good
18798,1,Good Product
18799,1,My phone
18800,1,Value for money
18801,1,very good
18802,1,Best phone in the budget
18803,1,Display could have been better
18804,1,Gud asowm
18805,5,Camera quality is not satisfactory
18806,1,Super
18807,1,Product good
18808,1,Good for redmi 9 power+
18809,1,My phone
18810,1,Value for money
18811,1,very good
18812,1,Best phone in the budget
18813,1,Display could have been better
18814,1,Gud asowm
18815,5,Camera quality is not satisfactory
18816,1,Super
18817,1,Product good
18818,1,Good for redmi 9 power+
18819,1,My phone
18820,1,Value for money
18821,1,very good
18822,1,Best phone in the budget
18823,1,Display could have been better
18824,1,Gud asowm
18825,5,Camera quality is not satisfactory
18826,1,Super
18827,1,Product good
18828,1,Good for redmi 9 power+
18829,1,My phone
18830,1,Value for money
18831,1,very good
18832,1,Best phone in the budget
18833,1,Display could have been better
18834,1,Gud asowm
18835,5,Camera quality is not satisfactory
18836,1,Super
18837,1,Product good
18838,1,Good for redmi 9 power+
18839,1,My phone
18840,1,Value for money
18841,1,very good
18842,1,Best phone in the budget
18843,1,Display could have been better
18844,1,Gud asowm
18845,5,Camera quality is not satisfactory
18846,1,Super
18847,1,Product good
18848,1,Good for redmi 9 power+
18849,1,My phone
18850,1,Value for money
18851,1,very good
18852,1,Best phone in the budget
18853,1,Display could have been better
18854,1,Gud asowm
18855,5,Camera quality is not satisfactory
18856,1,Super
18857,1,Product good
18858,1,Good for redmi 9 power+
18859,1,My phone
18860,1,Value for money
18861,1,very good
18862,1,Best phone in the budget
18863,1,Display could have been better
18864,1,Gud asowm
18865,5,Camera quality is not satisfactory
18866,1,Super
18867,1,Product good
18868,1,Good for redmi 9 power+
18869,1,Worst mobile i purchased from flikart. Charge not holding. It's really pathetic for me. Within 2 weeks like this.
18870,1,Very good product
18871,1,Excellent phone camera is very clear and battery is too good
18872,1,Good phone with in the budget. Stock Android : works well. Camera: good Battery : good Sound quality : good. Overall the phone is good but not for heavy use.
18873,1,"Good mobile with all needy function This mobile is complete your expectations You must buy this I think moto is much better than Redmi ,realme and all"
18874,1,Nice product under the price range. But Display performance could me Much better
18875,5,Awesome mobile at great pricr. Have always been a fan of Motorola
18876,1,Nice device  I used only Moto . . . . . Loved it
18877,1,"Camera.battery, display an look it's all good I liked it"
18878,1,"I ordered this device for my father and he is very happy with the same. Except for being heavy and HD+ display, everything is fine."
18879,1,Good
18880,1,"Go with moto g30 in this price, the best phone with no heat and accuracy is very good."
18881,1,Good one for this price.
18882,1,Don't go for this phone... Heats up alot while gaming and charging.Camera is decent but the camera app lags too much and ui is buggy. Even the display is not FHD+ ..... There are many better alternatives in this price segment kindly consider those
18883,1,I can use first time Moto my experience very nice
18884,1,Most reliable
18885,5,One word Don't Buy . You may check g 40 G 60 .. I am a moto lover I can say this but this time I have to
18886,1,Worst camera quality in this price segment.
18887,1,The charger quality is not good whenever I put on charging my cell phone get overheat and Drain the battery very soon. And now from this I am unable to charge my cell phone so it's getting worse quality from the Flipkart I always say for my colleagues and friends that don't shop with Flipkart they are doing bluff with customer
18888,1,Budget mobile
18889,1,Good
18890,1,Very impressive
18891,1,"Battery Back up not up to the mark, all OK till now"
18892,1,"Perfect phone, 100% satisfied in over all performance"
18893,1,"It is really a good model from MOTO, camera quality is very low, how ever quality is low the performance is really very much satisdied, sure worth a price, guyz can try it out this 😊❤"
18894,1,Camera quality is not good
18895,5,I like it
18896,1,Excellent phone within its price segment
18897,1,Honestly speaking.... Camera will let you down... Phone doesn't handles game good enough...good for light users though...stock android gives you amazing comfort and usage is truely lagfree.
18898,1,Waste of money
18899,1,Waste products
18900,1,Very nice Motorola
18901,1,Super
18902,1,Excellent phone good performance very beautiful look
18903,1,It lost signal just in few minutes
18904,1,Very good and very nice
18905,5,Good phone with this price range
18906,1,It's charger quality is chief
18907,1,Good
18908,1,It's wrong product I buy ....it's emergency call function is so pathetic...not refer to buy any one
18909,1,Camera is not good mother rear nor Secondary selfie cam is very poor
18910,1,"The most disgusting phone I've ever used. I've been using this phone for less than 5 months, and the performance has detouriated drastically. The phone lags very often, there are a lot of software issues. And the service center also doesn't respond well, the customer care executives are also useless. Never suggesting anyone to go for Motorola phones. Worst experience ever"
18911,1,It's an amazing phone in this price👍
18912,1,"No fhd, no dedicated sd card slot,  Good performance, average camera, good build quality, fast charging, good ram management, best ui"
18913,1,Camera poor
18914,1,Very nice product.Value for money.
18915,5,Worest product from moto. Display quality is poor while deeply observe diplay lines are there in while on typing board . Camera . Horrble . Like 5 mp. Such a worest product
18916,1,Worst product from motorola
18917,1,Ok
18918,1,"With exchange (honor 9n) i got 7000/- camera, software, screen, battery (fast charging) is good"
18919,1,avg
18920,1,Thanks flipkart .. very nyc mobile
18921,1,Good budget mobile
18922,1,"Very poor quality of the camera, it have 64MP camera but if I compair samsung 48 MP camera it have below average camera very bad optimization"
18923,1,Very nice
18924,1,Good
18925,5,Good product with good price
18926,1,Good product from Motorola. Go for it.
18927,1,Very bad
18928,1,For normal usage it is ok
18929,1,Moto g30 is good value for money
18930,1,Total Waste
18931,1,Device is very hang many many times
18932,1,"After one week I fully satisfied with my moto g30 mobile,for it's pure android version, battery experience also better and at last camera result is totally outstanding in this sagment smartphone."
18933,1,"Excellent Phone, got for my Mom she is very happy about it, Screen is nice big & bright...."
18934,1,Good product
18935,5,Screen stop working In just 2 months...... And great thing with this phone is screen replacement is not available easily till now. If u are a regular samsung user please don't buy otherwise you will think. Hange your Moto g30 in just a month.
18936,1,It's a most powerful and blanching product
18937,1,Very Fast Delivery Good Product. On low Price
18938,1,The product isgood
18939,1,I bought 2 similar models. phone is little heavy and bulky. Dont buy it if u want to play heavy games. Its very good for normal use. battery backup is excellent. camera is average.
18940,1,Value for money
18941,1,Super owsom poroduct Vallue for money
18942,1,I am using mobile 3month after I reating Mobile is very good in this prize
18943,1,Camera quality very poor.It take a long time in processing during clicking a photo. Otherwise device is cool.
18944,1,Back camera is not great
18945,5,Phone have heating Issue in hlaf an hour of charging it heats around 47 Degree celcius was check by flipkart technician so I asked for return/replacement but Flipkart didn't allowed by saying that if it has heated above 48 Degree celxius then only we can allow. Waste of Money Don't buy it just waste of Money.. didn't expected it from Flipkart
18946,1,It's waste of Money.. Please do not by Moto G30...you will face lot of issue after a month..Like battery will slow down..Touch screen issue..Issue with speakers..Finally you won't get a good price when you want to exchange this mobile in flipkart... Useless Mobile
18947,1,Overall gud cell worth buying it
18948,1,"Happy to have this product in this price range, as all said camera 📸 only not up to the mark. Rest all are good"
18949,1,I bought 2 similar models. phone is little heavy and bulky. Dont buy it if u want to play heavy games. Its very good for normal use. battery backup is excellent. camera is average.
18950,1,Value for money
18951,1,Super owsom poroduct Vallue for money
18952,1,I am using mobile 3month after I reating Mobile is very good in this prize
18953,1,Camera quality very poor.It take a long time in processing during clicking a photo. Otherwise device is cool.
18954,1,Back camera is not great
18955,5,Phone have heating Issue in hlaf an hour of charging it heats around 47 Degree celcius was check by flipkart technician so I asked for return/replacement but Flipkart didn't allowed by saying that if it has heated above 48 Degree celxius then only we can allow. Waste of Money Don't buy it just waste of Money.. didn't expected it from Flipkart
18956,1,It's waste of Money.. Please do not by Moto G30...you will face lot of issue after a month..Like battery will slow down..Touch screen issue..Issue with speakers..Finally you won't get a good price when you want to exchange this mobile in flipkart... Useless Mobile
18957,1,Overall gud cell worth buying it
18958,1,"Happy to have this product in this price range, as all said camera 📸 only not up to the mark. Rest all are good"
18959,1,Good
18960,1,"I have been using this over a month now , processing is smooth, display could have been a little brighter.Camera quality is awesome. Battery backup is upto the mark. At this price range , with the built quality and trust of motorola you cannot think of anything better.Surely a power packed device"
18961,1,Waste of money 11000 not worth mobile
18962,1,Nice
18963,1,Value for money
18964,1,Could be a way better
18965,5,Awesome
18966,1,Mobile its very nice
18967,1,My Mobile vare lack for 3 days
18968,1,64mp camera at 10.5k no other mobile available
18969,1,Hangs frequently. Not recommended
18970,1,Worth
18971,1,Totally unstable phone Keeps on hanging again and again Very slow Waste of money
18972,1,Sometimes there is an error in perfoming split screen function. It shows a black or shadow like figure after using split screen. It doesn't go away unless you use it again or after couple of times. Brightness is a bit low but good. Flashlight works even in low battery that's good i think.
18973,1,Perfect smartphone with stock android experience.
18974,1,Nice phone in this range
18975,5,Good for money. Camera is poor though.
18976,1,Amazing mobile at that prize range.
18977,1,Average phone
18978,1,This is the best phone in this range and camera is too good or display is too smooth and many amazing features
18979,1,Excellent Product ..
18980,1,Good
18981,1,"Nice phone , good camera, big screen, overall good product"
18982,1,Good
18983,1,This handset is awesome. Value for money. Worth every penny. I have ordered this for one of my friend he totally loved it. So thanks flipkart.
18984,1,Very bad performance (don't buy moto phone)
18985,5,Good
18986,1,Super mobile. Excellent build quality.
18987,1,Mobile performance is good but camera not good
18988,1,Camera not good
18989,1,So far good
18990,1,Good phone
18991,1,Camera ok Battery not ok
